id,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,user_name,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
76509474,Sun May 02 2021 10:24:50 GMT+0100 (GMT+1),2021-05-02,2021-05-02 08:24:50 UTC,Amsterdam,2157669,dnschmidt,,2021-05-02 12:37:56 UTC,2021-06-02 20:26:06 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/76509474,https://inaturalist-open-data.s3.amazonaws.com/photos/125150245/medium.jpg,,"","",2,0,false,3,"Combe Cottages, Bristol, England, GB",51.4183466667,-2.7077383333,10,,,,10,,,false,,,vårkål,Ficaria verna,lesser celandine,Plantae,204321
76509515,Sun May 02 2021 13:37:28 GMT+0100 (GMT+1),2021-05-02,2021-05-02 11:37:28 UTC,Amsterdam,1610789,caroline225,Caroline Van Dierkson,2021-05-02 12:38:03 UTC,2022-02-18 20:03:52 UTC,research,,https://www.inaturalist.org/observations/76509515,https://static.inaturalist.org/photos/125150368/medium.jpg,,"","",2,0,false,3,"Cotswolds AONB, Bath, England, GB",51.348115827,-2.309792068,65,,,,65,,,false,,,Cloporte rugueux,Porcellio scaber,Common Rough Woodlouse,Animalia,122238
76509547,Sun May 02 2021 10:25:03 GMT+0100 (GMT+1),2021-05-02,2021-05-02 08:25:03 UTC,Amsterdam,2157669,dnschmidt,,2021-05-02 12:38:13 UTC,2021-05-02 14:51:42 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/76509547,https://inaturalist-open-data.s3.amazonaws.com/photos/125150334/medium.jpg,,"","",1,0,false,3,"Bourton Combe, Bristol, England, GB",51.4182883333,-2.7080283333,10,,,,10,,,false,,,Spanish Bluebell,Hyacinthoides hispanica,Spanish Bluebell,Plantae,57635
76509567,2021-05-02 13:37:40,2021-05-02,2021-05-02 12:37:40 UTC,London,4330372,fran177,Fran Hennessy,2021-05-02 12:38:17 UTC,2021-05-02 12:38:32 UTC,needs_id,,https://www.inaturalist.org/observations/76509567,https://static.inaturalist.org/photos/125150415/medium.jpeg,,"",,0,0,false,2,"Brislington, Bristol, UK",51.44125495,-2.55392065,13,,,,13,,,false,,,wood ferns,Dryopteris,Male and Buckler Ferns,Plantae,52672
76509608,Sun May 02 2021 13:37:54 GMT+0100 (GMT+1),2021-05-02,2021-05-02 11:37:54 UTC,Amsterdam,2945161,fionamarfleet,,2021-05-02 12:38:29 UTC,2021-05-09 08:19:31 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/76509608,https://inaturalist-open-data.s3.amazonaws.com/photos/125150529/medium.jpg,,"","",2,0,false,3,"Wotton Road, Wotton-Under-Edge, England, GB",51.6269497865,-2.3677217514,65,,,,65,,,false,,,flowering plants,Angiospermae,flowering plants,Plantae,47125
76509627,Sun May 02 2021 10:27:16 GMT+0100 (GMT+1),2021-05-02,2021-05-02 08:27:16 UTC,Amsterdam,2157669,dnschmidt,,2021-05-02 12:38:35 UTC,2021-05-02 14:51:51 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/76509627,https://inaturalist-open-data.s3.amazonaws.com/photos/125150505/medium.jpg,,"","",1,0,false,3,"Bourton Combe, Bristol, England, GB",51.4183666667,-2.7086783333,65,,,,65,,,false,,,European holly,Ilex aquifolium,European holly,Plantae,53856
76509721,Sun May 02 2021 10:27:29 GMT+0100 (GMT+1),2021-05-02,2021-05-02 08:27:29 UTC,Amsterdam,2157669,dnschmidt,,2021-05-02 12:38:52 UTC,2021-05-02 12:49:32 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/76509721,https://inaturalist-open-data.s3.amazonaws.com/photos/125150609/medium.jpg,,"","",1,0,false,3,"Combe Cottages, Bristol, England, GB",51.4178666667,-2.70842,10,,,,10,,,false,,,Early Dog-violet,Viola reichenbachiana,Early Dog-violet,Plantae,147293
76509802,Sun May 02 2021 10:28:42 GMT+0100 (GMT+1),2021-05-02,2021-05-02 08:28:42 UTC,Amsterdam,2157669,dnschmidt,,2021-05-02 12:39:14 UTC,2021-05-02 14:52:08 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/76509802,https://inaturalist-open-data.s3.amazonaws.com/photos/125150746/medium.jpg,,"","",1,0,false,3,"Flax Bourton CP, Bristol, England, GB",51.41837,-2.7100866667,30,,,,30,,open,false,,,common hazel,Corylus avellana,Hazel,Plantae,54491
76509906,Sun May 02 2021 10:33:50 GMT+0100 (GMT+1),2021-05-02,2021-05-02 08:33:50 UTC,Amsterdam,2157669,dnschmidt,,2021-05-02 12:39:43 UTC,2021-05-02 14:52:19 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/76509906,https://inaturalist-open-data.s3.amazonaws.com/photos/125150950/medium.jpg,,"","",2,0,false,3,"Flax Bourton CP, Bristol, England, GB",51.4175383333,-2.711275,5,,,,5,,,false,,,Cow Parsley,Anthriscus sylvestris,Cow Parsley,Plantae,124544
76509938,2021-05-02 13:38:32,2021-05-02,2021-05-02 12:38:32 UTC,London,4330372,fran177,Fran Hennessy,2021-05-02 12:39:54 UTC,2021-05-06 18:26:27 UTC,research,,https://www.inaturalist.org/observations/76509938,https://static.inaturalist.org/photos/125151058/medium.jpeg,,"",,1,0,false,2,"Brislington, Bristol, UK",51.44125371,-2.55392714,9,,,,9,,,false,,,Feld-Ehrenpreis,Veronica arvensis,wall speedwell,Plantae,55748
76510034,2021-05-02 13:39:49,2021-05-02,2021-05-02 12:39:49 UTC,London,4325016,tim_simpkins,Tim Simpkins,2021-05-02 12:40:21 UTC,2021-05-02 12:40:33 UTC,needs_id,,https://www.inaturalist.org/observations/76510034,https://static.inaturalist.org/photos/125151212/medium.jpeg,,"",,0,0,false,2,"The Carpenters Arms, Wick, Bristol BS30 5QJ, UK",51.4522143881,-2.4310781646,8,,,,8,,open,false,,,Large-leaved Lime,Tilia platyphyllos,Large-leaved Lime,Plantae,169761
76510046,Sun May 02 2021 10:30:25 GMT+0100 (GMT+1),2021-05-02,2021-05-02 08:30:25 UTC,Amsterdam,2157669,dnschmidt,,2021-05-02 12:40:26 UTC,2021-05-02 13:16:22 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/76510046,https://inaturalist-open-data.s3.amazonaws.com/photos/125151217/medium.jpg,,"","",1,0,false,3,"Bourton Combe, Bristol, England, GB",51.4207033333,-2.70858,1119,,,,1119,,open,false,,,European ash,Fraxinus excelsior,Ash,Plantae,125440
76510108,2021-05-02 13:40:10,2021-05-02,2021-05-02 12:40:10 UTC,London,4330372,fran177,Fran Hennessy,2021-05-02 12:40:39 UTC,2022-01-02 15:41:35 UTC,research,,https://www.inaturalist.org/observations/76510108,https://static.inaturalist.org/photos/125151401/medium.jpeg,,"",,1,0,false,2,"Brislington, Bristol, UK",51.4412502,-2.55392132,8,,,,8,,,false,,,Vitklöver,Trifolium repens,white clover,Plantae,55745
76510553,2021-05-02 10:59:35,2021-05-02,2021-05-02 09:59:35 UTC,London,2843756,pixieplant,,2021-05-02 12:42:16 UTC,2021-05-02 15:38:32 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/76510553,https://inaturalist-open-data.s3.amazonaws.com/photos/125151876/medium.jpeg,,"",,2,0,false,2,"Sneyd Park, Bristol BS9, UK",51.4717916667,-2.6332925,,,,,,,,false,gps,gps,garlic mustard,Alliaria petiolata,garlic mustard,Plantae,56061
76510741,2021-05-02 13:41:21,2021-05-02,2021-05-02 12:41:21 UTC,London,4330372,fran177,Fran Hennessy,2021-05-02 12:43:11 UTC,2023-01-19 22:59:40 UTC,needs_id,,https://www.inaturalist.org/observations/76510741,https://static.inaturalist.org/photos/125152357/medium.jpeg,,"",,0,0,false,2,"Brislington, Bristol, UK",51.44120395,-2.55383649,4,,,,4,,,false,,,ragwort,Jacobaea vulgaris,ragwort,Plantae,62498
76510876,2021-05-02 13:42:43,2021-05-02,2021-05-02 12:42:43 UTC,London,4325016,tim_simpkins,Tim Simpkins,2021-05-02 12:43:57 UTC,2021-05-02 12:59:17 UTC,research,,https://www.inaturalist.org/observations/76510876,https://static.inaturalist.org/photos/125156852/medium.jpeg,,"",,1,0,false,2,"The Carpenters Arms, Wick, Bristol BS30 5QJ, UK",51.4531066066,-2.4300173227,6,,,,6,,,false,,,herb Robert,Geranium robertianum,Herb Robert,Plantae,55925
76510891,2021-05-02 13:41:55,2021-05-02,2021-05-02 12:41:55 UTC,London,4338671,matbrown333,,2021-05-02 12:44:02 UTC,2021-05-03 13:19:36 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/76510891,https://inaturalist-open-data.s3.amazonaws.com/photos/125155364/medium.jpeg,,"","",1,0,false,2,Flat Holm Island,51.378034,-3.12115,36,,,,36,,,false,gps,gps,Bluebell,Hyacinthoides non-scripta,bluebell,Plantae,56132
76511331,Sun May 02 2021 13:45:58 GMT+0100 (GMT+1),2021-05-02,2021-05-02 11:45:58 UTC,Amsterdam,4338943,ehall2021,,2021-05-02 12:46:08 UTC,2021-09-27 19:35:31 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/76511331,https://inaturalist-open-data.s3.amazonaws.com/photos/125153301/medium.jpg,,"","",1,0,false,3,"Linden Gardens, Bath, England, GB",51.3907621308,-2.3806192426,10,,,,10,,,false,,,Calyptrate Flies,Calyptratae,Calyptrate Flies,Insecta,342767
76511353,2021-05-02 13:45:50,2021-05-02,2021-05-02 12:45:50 UTC,London,4330372,fran177,Fran Hennessy,2021-05-02 12:46:15 UTC,2021-05-02 12:54:01 UTC,research,,https://www.inaturalist.org/observations/76511353,https://static.inaturalist.org/photos/125153326/medium.jpeg,,"",,1,0,false,2,"Brislington, Bristol, UK",51.44117607,-2.55384618,9,,,,9,,,false,,,stinging nettle,Urtica dioica,common nettle,Plantae,51884
76511372,2021-05-02 13:28:54,2021-05-02,2021-05-02 12:28:54 UTC,London,1628162,mitch43,Mitch Smith,2021-05-02 12:46:21 UTC,2023-03-21 18:07:37 UTC,needs_id,,https://www.inaturalist.org/observations/76511372,https://static.inaturalist.org/photos/125158424/medium.jpeg,,"",,3,0,false,2,Twerton,51.3790735149,-2.3907782882,461,,,,461,,,false,gps,gps,"Complex including V. hederifolia, V. sublobata and V. triloba",Veronica hederifolia,,Plantae,1459132
76511537,2021-05-02 13:46:05,2021-05-02,2021-05-02 13:46:05 UTC,UTC,4339031,karl155,Karl,2021-05-02 12:47:02 UTC,2022-01-27 10:24:28 UTC,research,,https://www.inaturalist.org/observations/76511537,https://static.inaturalist.org/photos/125153589/medium.jpeg,,"",,3,0,false,2,"Bristol BS1 6UH, UK",51.4482716667,-2.611495,3,,,,3,,open,false,,,Mute Swan,Cygnus olor,Mute Swan,Aves,6921
76511678,2021-05-02 10:55:33 AM GMT+01:00,2021-05-02,2021-05-02 08:55:33 UTC,Amsterdam,734828,savita2,Savita Willmott,2021-05-02 12:47:47 UTC,2023-05-06 13:06:47 UTC,research,CC-BY,https://www.inaturalist.org/observations/76511678,https://static.inaturalist.org/photos/125153839/medium.jpeg,,"",,2,0,false,2,Leigh Woods National Nature Reserve,51.4629956437,-2.64129024,263,,,,263,,,false,gps,gps,common daisy,Bellis perennis,common daisy,Plantae,55563
76511708,2021-05-02 10:17:52 AM GMT+01:00,2021-05-02,2021-05-02 08:17:52 UTC,Amsterdam,734828,savita2,Savita Willmott,2021-05-02 12:47:58 UTC,2024-01-13 00:34:02 UTC,needs_id,CC-BY,https://www.inaturalist.org/observations/76511708,https://static.inaturalist.org/photos/125153896/medium.jpeg,,"",,1,0,false,2,Leigh Woods National Nature Reserve,51.4629956437,-2.64129024,263,,,,263,,open,false,gps,gps,sycamore maple,Acer pseudoplatanus,sycamore,Plantae,119791
76511736,2021-05-02 10:17:22 AM GMT+01:00,2021-05-02,2021-05-02 08:17:22 UTC,Amsterdam,734828,savita2,Savita Willmott,2021-05-02 12:48:07 UTC,2023-05-06 13:06:47 UTC,needs_id,CC-BY,https://www.inaturalist.org/observations/76511736,https://static.inaturalist.org/photos/125169778/medium.jpeg,,"",,0,0,false,2,Leigh Woods National Nature Reserve,51.4629956437,-2.64129024,263,,,,263,,,false,gps,gps,,Rubus,brambles,Plantae,47544
76511944,2021-05-02 13:46:28,2021-05-02,2021-05-02 13:46:28 UTC,UTC,1628162,mitch43,Mitch Smith,2021-05-02 12:49:03 UTC,2021-05-02 13:27:28 UTC,needs_id,,https://www.inaturalist.org/observations/76511944,https://static.inaturalist.org/photos/125154430/medium.jpeg,,"",,2,0,false,2,Twerton,51.3790735149,-2.3907782882,461,,,,461,,,false,gps,gps,Eratigena,Eratigena,,Arachnida,418824
76511974,2021-05-02 13:13:53,2021-05-02,2021-05-02 12:13:53 UTC,London,4335545,deconal,,2021-05-02 12:49:13 UTC,2021-05-02 17:58:53 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/76511974,https://inaturalist-open-data.s3.amazonaws.com/photos/125154359/medium.jpeg,,"",,1,0,false,2,"Bristol BS10 7TW, UK",51.53119123,-2.61327088,8,,,,8,,,false,,,ivies,Hedera,ivies,Plantae,55883
76512157,Sun May 02 2021 13:49:57 GMT +0100 (GMT+1),2021-05-02,2021-05-02 11:49:57 UTC,Amsterdam,3501474,tancata,,2021-05-02 12:50:11 UTC,2021-09-24 18:24:36 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/76512157,https://inaturalist-open-data.s3.amazonaws.com/photos/125202187/medium.jpeg,,"",,1,0,false,333,Wickwar,51.5902137756,-2.3909807205,1577,,,,1577,,,false,,,Kriechender Günsel,Ajuga reptans,Bugle,Plantae,56099
76512674,2021-05-02 13:44:23,2021-05-02,2021-05-02 12:44:23 UTC,London,4338671,matbrown333,,2021-05-02 12:52:07 UTC,2021-09-14 02:12:59 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/76512674,https://inaturalist-open-data.s3.amazonaws.com/photos/125155449/medium.jpeg,,"","",2,0,false,2,Flat Holm Island,51.37788,-3.118613,18,,,,18,,,false,gps,gps,Garden Snail,Cornu aspersum,Garden Snail,Mollusca,480298
76512705,2021-05-02 13:21:23,2021-05-02,2021-05-02 12:21:23 UTC,London,899689,josie12,Josie Rylands,2021-05-02 12:52:16 UTC,2023-05-04 10:24:08 UTC,needs_id,CC-BY,https://www.inaturalist.org/observations/76512705,https://static.inaturalist.org/photos/125155535/medium.jpeg,,"",,0,0,false,2,"Clifton, Bristol, UK",51.45928,-2.6091152,899,,,,899,,,false,,,Wych Elm,Ulmus glabra,Wych Elm,Plantae,170056
76512725,2021-05-02 13:47:53,2021-05-02,2021-05-02 12:47:53 UTC,London,4338671,matbrown333,,2021-05-02 12:52:21 UTC,2021-05-03 13:18:46 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/76512725,https://inaturalist-open-data.s3.amazonaws.com/photos/125155635/medium.jpeg,,"","",1,0,false,2,Flat Holm Island,51.377846,-3.118605,9,,,,9,,,false,gps,gps,Common Bracken,Pteridium aquilinum,common bracken,Plantae,52681
76512835,Sun May 02 2021 13:51:03 GMT+0100 (GMT+1),2021-05-02,2021-05-02 11:51:03 UTC,Amsterdam,4337527,lieblingre,,2021-05-02 12:52:56 UTC,2021-05-02 13:15:07 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/76512835,https://inaturalist-open-data.s3.amazonaws.com/photos/125155988/medium.jpg,,"","",1,0,false,3,"Cotham Road, Bristol, England, GB",51.4646801319,-2.596102188,65,,,,65,,,false,,,Green Alkanet,Pentaglottis sempervirens,Green Alkanet,Plantae,166466
76513033,Sun May 02 2021 12:52:20 GMT+0100 (GMT+1),2021-05-02,2021-05-02 10:52:20 UTC,Amsterdam,4332087,lily2sue,,2021-05-02 12:53:48 UTC,2021-05-02 16:44:04 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/76513033,https://inaturalist-open-data.s3.amazonaws.com/photos/125156039/medium.jpg,,"","",1,0,false,3,"Cotswolds AONB, Bath, England, GB",51.3698651454,-2.33832154,5,,,,5,,,false,,,Common Lichens,Lecanoromycetes,common lichens,Fungi,54743
76513508,2021-05-02 12:35:11,2021-05-02,2021-05-02 11:35:11 UTC,London,899689,josie12,Josie Rylands,2021-05-02 12:54:58 UTC,2023-05-04 10:24:08 UTC,needs_id,CC-BY,https://www.inaturalist.org/observations/76513508,https://static.inaturalist.org/photos/125156516/medium.jpeg,,"",,2,0,false,2,"Long Ashton, Bristol, UK",51.4498222222,-2.6269138889,,,,,,,,false,gps,gps,Stechimmen,Nomada,Nomad Bees,Insecta,53648
76513733,2021-05-02 12:26:54,2021-05-02,2021-05-02 11:26:54 UTC,London,899689,josie12,Josie Rylands,2021-05-02 12:55:35 UTC,2024-03-11 04:30:09 UTC,research,CC-BY,https://www.inaturalist.org/observations/76513733,https://static.inaturalist.org/photos/125156842/medium.jpeg,,"",,2,0,false,2,"Bristol BS3, UK",51.4468694444,-2.6245638889,,,,,,,,false,gps,gps,Alexanders,Smyrnium olusatrum,Alexanders,Plantae,68007
76513870,2021-05-02 13:44:49,2021-05-02,2021-05-02 12:44:49 UTC,London,4325016,tim_simpkins,Tim Simpkins,2021-05-02 12:56:04 UTC,2022-12-08 16:42:42 UTC,research,,https://www.inaturalist.org/observations/76513870,https://static.inaturalist.org/photos/125156904/medium.jpeg,,"",,2,0,false,2,"The Carpenters Arms, Wick, Bristol BS30 5QJ, UK",51.4533078039,-2.4298960991,6,,,,6,,,false,,,common groundsel,Senecio vulgaris,common groundsel,Plantae,53211
76513926,Sun May 02 2021 13:54:14 GMT+0100 (GMT+1),2021-05-02,2021-05-02 11:54:14 UTC,Amsterdam,4332087,lily2sue,,2021-05-02 12:56:20 UTC,2021-05-05 09:38:59 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/76513926,https://inaturalist-open-data.s3.amazonaws.com/photos/125157034/medium.jpg,,"","",2,0,false,3,"Greenway Lane, Bath, England, GB",51.3709706972,-2.3583155043,9,,,,9,,,false,,,Annual Honesty,Lunaria annua,Annual Honesty,Plantae,55886
76514085,2021/05/02 8:20 AM UTC,2021-05-02,2021-05-02 08:20:00 UTC,UTC,2834690,eddy2names,Eddy 2Names,2021-05-02 12:57:00 UTC,2021-10-25 11:00:28 UTC,research,,https://www.inaturalist.org/observations/76514085,https://static.inaturalist.org/photos/125156631/medium.jpg,,"","Numenius arquata - Clevedon Wall, Bristol Channel, North Somerset",2,1,false,,"North Somerset, UK",51.4221551618,-2.8848543662,15,,,,15,,open,false,,,Whimbrel,Numenius phaeopus,Whimbrel,Aves,3901
76514135,Sun May 02 2021 13:56:30 GMT+0100 (GMT+1),2021-05-02,2021-05-02 11:56:30 UTC,Amsterdam,4332087,lily2sue,,2021-05-02 12:57:15 UTC,2021-05-02 16:31:29 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/76514135,https://inaturalist-open-data.s3.amazonaws.com/photos/125157437/medium.jpg,,"","",1,0,false,3,"Greenway Lane, Bath, England, GB",51.3706045792,-2.3603379367,5,,,,5,,,false,,,Чесночница черешчатая,Alliaria petiolata,garlic mustard,Plantae,56061
76514252,Sun May 02 2021 13:57:28 GMT +0100 (GMT+1),2021-05-02,2021-05-02 11:57:28 UTC,Amsterdam,3501474,tancata,,2021-05-02 12:57:49 UTC,2021-05-05 20:40:10 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/76514252,https://inaturalist-open-data.s3.amazonaws.com/photos/125202198/medium.jpeg,,"",,2,0,false,333,"South Gloucestershire, England, GB",51.5800018311,-2.3699998856,90,,,,90,,,false,,,Early Purple Orchid,Orchis mascula,Early Purple Orchid,Plantae,132621
76514285,Sun May 02 2021 13:57:31 GMT+0100 (GMT+1),2021-05-02,2021-05-02 11:57:31 UTC,Amsterdam,4332087,lily2sue,,2021-05-02 12:57:58 UTC,2021-05-02 16:52:56 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/76514285,https://inaturalist-open-data.s3.amazonaws.com/photos/125157631/medium.jpg,,"","",0,0,false,3,"Greenway Lane, Bath, England, GB",51.3704207485,-2.3608138868,4,,,,4,,,false,,,Asteroideae,Asteroideae,,Plantae,632790
76514662,Sun May 02 2021 13:56:54 GMT+0100 (GMT+1),2021-05-02,2021-05-02 11:56:54 UTC,Amsterdam,4337527,lieblingre,,2021-05-02 12:59:40 UTC,2021-05-02 13:01:20 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/76514662,https://inaturalist-open-data.s3.amazonaws.com/photos/125158646/medium.jpg,,"","",0,0,false,3,"Fremantle Road, Bristol, England, GB",51.4647685736,-2.5957205529,22,,,,22,,,false,,,"",Myosotis,Forget-me-nots,Plantae,49131
76514913,2021-05-02 10:57:53,2021-05-02,2021-05-02 09:57:53 UTC,London,1628162,mitch43,Mitch Smith,2021-05-02 13:00:45 UTC,2021-05-02 13:00:59 UTC,needs_id,,https://www.inaturalist.org/observations/76514913,https://static.inaturalist.org/photos/125158534/medium.jpeg,,"",,0,0,false,2,Pennyquick Park,51.379620328,-2.4091447145,185,,,,185,,,false,gps,gps,Sweet violet,Viola odorata,Sweet violet,Plantae,55845
76515278,Sun May 02 2021 14:01:50 GMT+0100 (GMT+1),2021-05-02,2021-05-02 12:01:50 UTC,Amsterdam,4338943,ehall2021,,2021-05-02 13:02:22 UTC,2022-08-16 20:59:28 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/76515278,https://inaturalist-open-data.s3.amazonaws.com/photos/125159133/medium.jpg,,"","",1,0,false,3,"Weston Road, Bath, England, GB",51.3903083795,-2.3809917926,8,,,,8,,,false,,,Lasius,Lasius,,Insecta,931956
76515436,Sun May 02 2021 14:02:39 GMT+0100 (GMT+1),2021-05-02,2021-05-02 12:02:39 UTC,Amsterdam,4267389,billyclark3,,2021-05-02 13:03:09 UTC,2021-05-03 17:55:44 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/76515436,https://inaturalist-open-data.s3.amazonaws.com/photos/125159437/medium.jpg,,"","",1,0,false,3,"Narroways Millenium Green, Bristol, England, GB",51.4734821093,-2.5775923542,65,,,,65,,,false,,,common hawthorn,Crataegus monogyna,common hawthorn,Plantae,51147
76515541,Sun May 02 2021 14:02:06 GMT+0100 (GMT+1),2021-05-02,2021-05-02 12:02:06 UTC,Amsterdam,2339968,tomblun,,2021-05-02 13:03:38 UTC,2021-05-02 17:51:12 UTC,research,,https://www.inaturalist.org/observations/76515541,https://inaturalist-open-data.s3.amazonaws.com/photos/125159664/medium.jpg,,"","",1,0,false,3,"Lockleaze Road, Bristol, England, GB",51.4900130933,-2.5738918463,6,,,,6,,,false,,,Early Bumble Bee,Bombus pratorum,Early Bumble Bee,Insecta,124910
76515553,Sun May 02 2021 14:03:37 GMT+0100 (GMT+1),2021-05-02,2021-05-02 12:03:37 UTC,Amsterdam,4338943,ehall2021,,2021-05-02 13:03:42 UTC,2023-12-11 16:23:31 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/76515553,https://inaturalist-open-data.s3.amazonaws.com/photos/125159631/medium.jpg,,"","",1,0,false,3,"Weston Road, Bath, England, GB",51.3902995087,-2.3808223684,446,,,,446,,,false,,,Hover Flies,Syrphidae,Hover Flies,Insecta,49995
76515604,2021-05-02 10:46:12,2021-05-02,2021-05-02 09:46:12 UTC,London,1628162,mitch43,Mitch Smith,2021-05-02 13:03:57 UTC,2021-05-04 22:11:18 UTC,research,,https://www.inaturalist.org/observations/76515604,https://static.inaturalist.org/photos/125159753/medium.jpeg,,"",,1,0,false,2,"Bath, UK",51.3832536541,-2.402073741,155,,,,155,,,false,gps,gps,bluebell,Hyacinthoides non-scripta,bluebell,Plantae,56132
76515722,Sun May 02 2021 14:02:40 GMT+0100 (GMT+1),2021-05-02,2021-05-02 12:02:40 UTC,Amsterdam,4258955,vic150,,2021-05-02 13:04:16 UTC,2021-05-02 17:51:08 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/76515722,https://inaturalist-open-data.s3.amazonaws.com/photos/125159891/medium.jpg,,"","",2,0,false,3,"North Road, Bristol, England, GB",51.4710095013,-2.5922275241,30,,,,30,,,false,,,Early Mining Bee,Andrena haemorrhoa,Early Mining Bee,Insecta,69202
76515848,2021-05-02 14:03:09,2021-05-02,2021-05-02 13:03:09 UTC,London,833461,robcrewshole,Rob Acton-Campbell,2021-05-02 13:04:42 UTC,2021-12-09 14:25:46 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/76515848,https://inaturalist-open-data.s3.amazonaws.com/photos/125160015/medium.jpeg,,"",,1,0,false,2,"Bristol BS5, UK",51.4529524541,-2.534769997,5,,,,5,,open,false,gps,gps,Futterwicke,Vicia sativa,Common Vetch,Plantae,53324
76515942,2021-05-02 10:33:02,2021-05-02,2021-05-02 09:33:02 UTC,London,1628162,mitch43,Mitch Smith,2021-05-02 13:05:09 UTC,2021-05-02 13:05:57 UTC,needs_id,,https://www.inaturalist.org/observations/76515942,https://static.inaturalist.org/photos/125160238/medium.jpeg,,"",,0,0,false,2,Carrs Wood,51.3832536541,-2.402073741,155,,,,155,,,false,gps,gps,common hawthorn,Crataegus monogyna,common hawthorn,Plantae,51147
76516259,2021-05-02 14:06:01,2021-05-02,2021-05-02 13:06:01 UTC,London,4320672,angusg,,2021-05-02 13:06:24 UTC,2021-05-02 14:53:38 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/76516259,https://inaturalist-open-data.s3.amazonaws.com/photos/125160706/medium.jpeg,,"",,0,0,false,2,"Brentry, Bristol BS10, UK",51.50846962,-2.60468544,9,,,,9,,,false,,,,Angiospermae,flowering plants,Plantae,47125
76516404,2021-05-02 14:05:45,2021-05-02,2021-05-02 14:05:45 UTC,UTC,1679885,lizzy_c,Liz Croucher,2021-05-02 13:06:49 UTC,2022-12-15 16:12:53 UTC,needs_id,,https://www.inaturalist.org/observations/76516404,https://static.inaturalist.org/photos/126933995/medium.jpeg,,"",,2,0,false,2,"Brentry, Bristol BS10, UK",51.508475,-2.6047983333,5,,,,5,,,false,,,Kétszikűek,Magnoliopsida,dicots,Plantae,47124
76516551,Fri Apr 30 2021 16:34:22 GMT+0100 (GMT+1),2021-04-30,2021-04-30 14:34:22 UTC,Amsterdam,4306139,danica79,Danica Priest,2021-05-02 13:07:13 UTC,2021-05-02 13:08:02 UTC,needs_id,,https://www.inaturalist.org/observations/76516551,https://static.inaturalist.org/photos/125161311/medium.jpg,,"","",0,0,false,3,"Novers Hill, Bristol, England, GB",51.4253997438,-2.6000850164,35,,,,35,,,false,,,"",Hyacinthoides × massartiana,Hybrid bluebell,Plantae,863646
76516892,2021-05-02 14:08:03,2021-05-02,2021-05-02 13:08:03 UTC,London,4320672,angusg,,2021-05-02 13:08:21 UTC,2021-05-02 14:50:19 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/76516892,https://inaturalist-open-data.s3.amazonaws.com/photos/125161464/medium.jpeg,,"",,0,0,false,2,"Brentry, Bristol BS10, UK",51.50845257,-2.60462299,9,,,,9,,,false,,,,Apiaceae,carrot family,Plantae,48699
76516895,2021-05-02 14:08:03,2021-05-02,2021-05-02 14:08:03 UTC,UTC,1679885,lizzy_c,Liz Croucher,2021-05-02 13:08:21 UTC,2021-05-02 20:10:47 UTC,needs_id,,https://www.inaturalist.org/observations/76516895,https://static.inaturalist.org/photos/125161471/medium.jpeg,,"",,0,0,false,2,"Brentry, Bristol BS10, UK",51.5084216667,-2.604875,9,,,,9,,,false,,,buttercups,Ranunculus,buttercups,Plantae,48230
